,Dizi Linki,Dizi Adı,Tür,Uyarlama,Senarist,Yönetmen,Başrol,Besteci,Sezon sayısı,Bölüm sayısı,Yapımcı,Mekân,Görüntü yönetmeni,Gösterim süresi,Yapım şirketi,Kanal,Platform,Ses formatı,Yayın tarihi,Tarih,Youtube,Facebook,Twitter,Instagram,Durumu
562,https://tr.wikipedia.org//wiki/Ustura_Kemal_(dizi),Ustura Kemal,"Dram,Tarihî",Uyarlama Değil,"Baykut Badem,Filiz Ekinci",Mustafa Şevki Doğan,"Oktay Kaynarca,Naz Elmas,Emre Kınay",?,1.0,14,"Ali Gündoğdu,İnci Gündoğdu",İstanbul,?,90.0,Süreç Film,Show TV,?,Stereo,4 Eylül 2012 - 8 Aralık 2012,2012.0,0,0,0,0,Sona erdi.
563,?,Uçurum,"Dram,Aksiyon",Uyarlama Değil,Kerem Deren,Ali Bilgin,"Mehmet Ali Nuroğlu,Selçuk Yöntem,Kaya Akkaya,Duygu Yetiş,Enis Arıkan",?,2.0,24,Ali Gündoğdu,İstanbul,?,135.0,?,atv,?,?,2012,2012.0,0,0,0,0,Sona erdi
564,https://tr.wikipedia.org//wiki/%C5%9Eubat_(dizi),Şubat,Dram,Uyarlama Değil,Funda Alp,Volkan Kocatürk,"Alican Yücesoy,Melisa Sözen,Musa Uzunlar,Serkan Ercan,Özkan Uğur","Ayşe Önder,Amesha Smenta",1.0,32,"Orkun Ünlü,Funda Alp",İstanbul,Metin Turguç,100.0,?,TRT 1,?,Stereo,14 Eylül 2012 - 30 Mayıs 2013,2012.0,0,0,0,0,Sona erdi
565,https://tr.wikipedia.org//wiki/Suskunlar_(dizi),Suskunlar,"Dram,Gerilim",Uyarlama Değil,"Pınar Bulut,Anıl Eke,","Umur Turagay,Çağatay Tosun,Çağrı Vila Lostuvalı,Hatice Memiş,","Murat Yıldırım,Sarp Akkaya,Güven Murat Akpınar,Aslı Enver,Berk Hakman,Pelin Akil",Aytekin Ataş,2.0,28,Timur Savcı,İstanbul,?,90.0,Tims Productions,Show TV,?,Stereo,1 Mart 2012 - 2 Aralık 2012,2012.0,0,0,0,0,Sona erdi
566,https://tr.wikipedia.org//wiki/Sultan_(dizi),Sultan,"Dram,Komedi",Uyarlama Değil,"Yıldız Bayazıt,Seray Şahiner","Azime Kanal,Şengül Halat","Nurgül Yeşilçay,Şahin Irmak,Merve Altınkaya,Nur Sürer,Settar Tanrıöğen,Hande Dane,Seray Gözler,Hüseyin Karaca,Orhan Şimşek,Orhan Güner",?,1.0,20,Cengiz Keten,Diyarbakır,?,90.0,?,Kanal D,?,Stereo,"28 Mayıs 2012,(,2012-05-28,),- 29 Ekim 2012",2012.0,0,0,0,0,Sona erdi
567,?,Son Yaz Balkanlar 1912,Dram,Uyarlama Değil,Kürşat Başar,?,"Hazal Kaya,Furkan Palalı,Tuğçe Kazaz,Tardu Flordun,Gülsim İlhan Ali",?,1.0,4,"Serdar Akar,Tarkan Karlıdağ",İstanbul,?,90.0,Adam Film,atv,?,?,25 Eylül 2012,2012.0,0,0,0,0,Sona erdi
568,https://tr.wikipedia.org//wiki/Son_(dizi),Son,Dram,Uyarlama Değil,Berkun Oya,Uluç Bayraktar,"Engin Altan Düzyatan,Nehir Erdoğan,Erkan Can,Berrak Tüzünataç,Yiğit Özşener",Toygar Işıklı,1.0,25,Kerem Çatay,İstanbul,?,90.0,Ay Yapım,atv,?,Stereo,9 Ocak 2012 - 25 Haziran 2012,2012.0,0,0,0,0,Sona erdi
569,https://tr.wikipedia.org//wiki/T%C3%BCrk%27%C3%BCn_Uzayla_%C4%B0mtihan%C4%B1,Türk'ün Uzayla İmtihanı,"Komedi,Bilim Kurgu",Uyarlama Değil,Tayfun Güneyer,Uğur Yağcıoğlu,"Ufuk Özkan,Peker Açıkalın,Sinan Çalışkanoğlu,Özge Ulusoy,Veysel Diker,Bala Atabek,Ayşe Melike Çerçi,Bülent Çolak,Yonca Oskay,Haki Biçici",?,1.0,9,"Ali Gündoğdu,İnci Gündoğdu","Kâğıthane,İstanbul",?,90.0,Süreç Film,Show TV,?,Stereo,21 Mart 2012 - 23 Mayıs 2012,2012.0,0,0,0,0,Yayından kaldırıldı
570,?,Nizama Adanmış Ruhlar/Ekip 1,"Aile,Dram,Polisiye",Uyarlama Değil,?,?,"Hakan Pişkin,Sekvan Serinkaya,Orhan Bıyıklı,Tuncay Beyazıt,Yasemin Öztürk",?,3.0,115,"Mehmet Akyol,Murat Çobangil",İstanbul,?,90.0,?,Samanyolu TV,?,?,2012,2012.0,0,0,0,0,Sona erdi
571,https://tr.wikipedia.org//wiki/Merhaba_Hayat,Merhaba Hayat,Dram,Uyarlama Değil,?,Hülya Bilban,"Vahide Perçin,Yetkin Dikinciler",?,1.0,13,?,İstanbul,?,90.0,Medyapım,FOX,?,Stereo,9 Ekim 2012 - 13 Şubat 2013,2012.0,0,0,0,0,Sona erdi
572,?,Küçük Hesaplar,Komedi,Uyarlama Değil,"Deniz Alnıtemiz,Kaan Sezyum,Nazlı Elif Durlu",Ali Yorgancıoğlu,"Mazhar Alanson,Seray Sever,Engin Gürmen,Kerem Muşlugil,Deniz Alnıtemiz",?,1.0,10,?,İstanbul,?,75.0,Most Production,Diğer,BluTV,?,22 Haziran 2012,2012.0,0,0,0,0,Sona erdi
573,https://tr.wikipedia.org//wiki/K%C3%BC%C3%A7%C3%BCk_K%C4%B1yamet_(dizi),Küçük Kıyamet,Dram,Uyarlama Değil,?,Hasan Kıraç,"Emrah Girgin,Reha Yeprem",?,2.0,78,Melih Sezgin,İstanbul,?,75.0,?,Samanyolu TV,?,Stereo,13 Aralık 2012 - 30 Ocak 2015,2012.0,0,0,0,0,Sona erdi
574,https://tr.wikipedia.org//wiki/Kurt_Kanunu_(dizi),Kurt Kanunu,"Tarihî,Dram,Aksiyon",Uyarlama Değil,"Selma Çergel,Ayşegül Hacıosmanoğlu,Mediha Polat",Yasin Uslu,"Ümit Acar,Ali Başar,Pelin Akil,Bahar Kerimoğlu,İlker Kızmaz",İskender Paydaş,1.0,18,?,İstanbul,Levent İlbuğa,75.0,Pana Film,TRT 1,?,Stereo,7 Şubat 2012 - 7 Haziran 2012,2012.0,0,0,0,0,Sona erdi
575,?,Krem,"Komedi,Romantik",Uyarlama Değil,"Aşkım Özbek,Deniz Yeşilgün",Oğuzhan Tercan,"Duygu Yetiş,Kenan Ece,Ebru Akel,Larissa Gacemer,Devrim Yalçın",?,1.0,24,?,İstanbul,?,90.0,Bando Yapım,atv,?,?,26 Ağustos 2012,2012.0,0,0,0,0,Sona erdi
576,https://tr.wikipedia.org//wiki/K%C3%B6t%C3%BC_Yol_(dizi),Kötü Yol,Dram,Uyarlama Değil,?,Nisan Akman,"Cansel Elçin,Şükran Ovalı,İlker Aksum",?,1.0,13,Faruk Turgut,İstanbul,?,90.0,Gold Film,Kanal D,?,Stereo,26 Temmuz 2012 - 6 Kasım 2012,2012.0,0,0,0,0,Sona erdi.
577,https://tr.wikipedia.org//wiki/Koyu_K%C4%B1rm%C4%B1z%C4%B1,Koyu Kırmızı,"Aksiyon,Dram",Uyarlama Değil,"Gökhan Horzum,Gülden Çakır,Gürcan Yurt,Meriç Özen,Neşe Şen,Şerif Erol,Arif Valizade","Atıl İnaç,Ulaş İnaç","Özgü Namal,Ozan Güven,Muhammet Uzuner,İpek Bilgin,Zeynep Özder,Engin Hepileri,Çağlar Çorumlu,Ceren Soylu,Mustafa Uzunyılmaz,İdil Yener,Tuğçe Akiş,Esme Madra,Şebnem Köstem,Sinem İslamoğlu,Mehmet Bozdoğan,Arzu Oş,Sevda Erginci,Tuğba Çom,Sevda Erginci,Metin Belgin,Elif Sönmez",?,1.0,13,Erol Avcı,İstanbul,?,75.0,TMC,Star TV,?,Stereo,7 Ocak 2012 - 13 Nisan 2012,2012.0,0,0,0,0,Sona erdi
578,https://tr.wikipedia.org//wiki/Kay%C4%B1p_%C5%9Eehir_(dizi),Kayıp Şehir,"Dram,Gerilim",Uyarlama Değil,"Yıldırım Türker,Murat Uyurkulak,Seray Şahiner,Tuğrul Eryılmaz","Cevdet Mercan,Osman Taşcı","Gökçe Bahadır,Nik Xhelilaj,İlker Kaleli,Nazan Kesal,Uğur Polat,Cansu Tosun,Tugay Mercan,Ahmet Mekin,Ayta Sözeri",Sezen Aksu,1.0,26,Ayşe Durmaz,İstanbul,?,120.0,D Productions,Kanal D,?,Stereo,14 Eylül 2012 - 25 Mart 2013,2012.0,0,0,0,0,Sona erdi
579,https://tr.wikipedia.org//wiki/Seksenler,Seksenler,"Komedi,Aile,Romantik",Uyarlama Değil,"Murat Aras,Birol Güven,Eray Yasin Işık,Deniz Gök","Birol Güven,Müfit Can Saçıntı,Bora Tekay,Mustafa Uğur Yağcıoğlu,","Özlem Türkad,Şoray Uzun,Ayşe Tolga,İlker Ayrık,Zeynep Sever,Eski başroller,Rasim Öztekin,Yasemin Baştan,Serhat Kılıç,Ceyhun Fersoy","Aydın Sarman,Burcu Güven",10.0,655,Birol Güven,İstanbul,Selçuk Ekmekçiler,120.0,MinT Motion Pictures,"TRT 1,Beyaz TV",?,Stereo,24 Ocak 2012 - 10 Haziran 2022,2012.0,0,0,1,0,Sona erdi
580,https://tr.wikipedia.org//wiki/%C4%B0%C5%9Fler_G%C3%BC%C3%A7ler,İşler Güçler,Komedi,Uyarlama Değil,"Selçuk Aydemir,Osman Edip Tekin,Onay Durgun",Selçuk Aydemir,"Ahmet Kural,Murat Cemcir,Sadi Celil Cengiz",?,1.0,41,Hayri Aslan,İstanbul,"Özgür Polat,Ömer Yılmaz",75.0,Limon Film,Star TV,?,Stereo,28 Haziran 2012 - 4 Haziran 2013,2012.0,0,1,1,0,Sona erdi
581,https://tr.wikipedia.org//wiki/Karaday%C4%B1_(dizi),Karadayı,"Aksiyon,Dram,Tarihî",Uyarlama Değil,"Sema Ergenekon,Eylem Canpolat","Uluç Bayraktar,Cem Karcı","Kenan İmirzalıoğlu,Bergüzar Korel,Çetin Tekindor,Yurdaer Okur",Toygar Işıklı,3.0,115,Kerem Çatay,"İstanbul,Trabzon,Bolu,[1]",?,130.0,Ay Yapım,atv,?,Stereo,8 Ekim 2012 - 15 Haziran 2015,2012.0,1,0,0,1,Sona erdi
582,?,Bir Yastıkta,"Aile,Komedi",Uyarlama Değil,Cüneyt İnay,Ömer Uğur,"Özge Borak,Bülent Emrah Parlak,Erdal Tosun,Sinan Çalışkanoğlu,Suzan Aksoy",?,1.0,14,Levent Karahan,İstanbul,?,90.0,Hisseli Yapımlar,TRT 1,?,?,12 Nisan 2013,2013.0,0,0,0,0,Yayından kaldırıldı
583,https://tr.wikipedia.org//wiki/Bizim_Okul,Bizim Okul,Komedi,Uyarlama Değil,Resul Ertaş,Yaşar Seriner,"Zeki Alasya,Cezmi Baskın,Levent Ülgen,Pınar Aydın,Tülin Oral,Cem Davran",?,1.0,7,Türker İnanoğlu,"Umuttepe Lisesi,,Kadıköy,/,İstanbul",?,85.0,Erler Film,atv,?,Stereo,2 Şubat 2013 - 23 Mart 2013,2013.0,0,0,0,0,Sona erdi
584,?,Bugünün Saraylısı,"Dram,Tarihî",Uyarlama Değil,"Ziya Öztan,Altuğ Savaşal",Ziya Öztan,"Cem Kurtoğlu,Ahmet Sezerel,Ahmet Mekin,Halil Ergün,Sümer Tilmaç",?,2.0,36,Sacit Doğruyol,İstanbul,?,120.0,?,atv,?,?,9 Kasım 2013,2013.0,0,0,0,0,Sona erdi
585,?,Cesur Hemşire,"Aile,Komedi",Uyarlama Değil,Haluk Özenç,Bora Onur,"Hakan Yılmaz,Şebnem Bozoklu,Yeliz Şar,Tuluğ Çizgen,Çağlar Yorumlu",?,1.0,9,?,İstanbul,?,90.0,?,atv,?,?,2013,2013.0,0,0,0,0,Sona erdi
586,https://tr.wikipedia.org//wiki/Fatih_(dizi),Fatih,"Dram,Tarihî",Uyarlama Değil,"Pınar Uysal,Funda Çetin","Merve Girgin,Faruk Teber","Mehmet Âkif Alakurt,Gamze Özçelik,Seda Akman,Dağhan Külegeç,Hande Soral,Birkan Sokullu,Salih Bademci,Müjde Uzman,İbrahim Selim,Furkan Şentürk",?,1.0,5,Fatih Aksoy,İstanbul,?,130.0,Medyapım,Kanal D,?,Stereo,30 Eylül 2013 - 4 Kasım 2013,2013.0,0,0,0,0,Yayından kaldırıldı
587,https://tr.wikipedia.org//wiki/Doksanlar,Doksanlar,"Komedi,Dram,Romantik",Uyarlama Değil,"Yıldız Tunç,Selin Tunç",Mesude Erarslan,"Renan Bilek,Gamze Gözalan,Arif Erkin Güzelbeyoğlu,Beste Bereket,Atılay Uluışık,Açelya Akkoyun,Erkan Köse,Esra Dermancıoğlu,Deniz Oral,Derya Şensoy",Erol Mutlu,1.0,43,Birol Güven,İstanbul,?,130.0,MinT Motion Pictures,atv,?,Stereo,26 Haziran 2013 - 27 Nisan 2014,2013.0,0,0,0,0,Yayından kaldırıldı
588,https://tr.wikipedia.org//wiki/Emret_Komutan%C4%B1m_Yeniden,Emret Komutanım Yeniden,"Aksiyon,Komedi",Uyarlama Değil,Alper Erze,"Sarp Levendoğlu,Ümit Efekan","Serdar Özer,Didem Reze,Naci Taşdöğen,Bilal Çatalçekiç",?,1.0,30,"Mehmet Altıoklar,Emine Altıoklar",İstanbul,?,100.0,?,Kanaltürk,?,Stereo,25 Şubat 2013 - 8 Nisan 2013,2013.0,0,0,0,0,Sona erdi
589,https://tr.wikipedia.org//wiki/Eski_Hik%C3%A2ye,Eski Hikâye,Dram,Uyarlama Değil,Levent Cantek,Bahadır İnce,"Buğra Gülsoy,Funda Eryiğit,Murat Daltaban,Damla Debre,Sermet Yeşil,Ali Barkın,Osman Alkaş,Tayfun Eraslan,Ferda Işıl,Songül Sevdik,Sinan Demirer,Diren Polatoğulları,Mehmet Esen,Sedef Akalın",?,1.0,17,Fatih Enes Ömeroğlu,İstanbul,?,100.0,ARC Film,TRT 1,?,Stereo,2 Ekim 2013 - 12 Şubat 2014,2013.0,0,0,0,0,Sona erdi
590,https://tr.wikipedia.org//wiki/Fatih_Harbiye_(dizi),Fatih Harbiye,"Dram,Romantik",Uyarlama Değil,Hayriye Ersöz,Sadullah Celen,"Kadir Doğulu,Neslihan Atagül,Yunus Emre Yıldırımer","Murat Uncuoğlu,Cem Yıldız",2.0,50,Ata Türkoğlu,İstanbul,?,120.0,Koliba Film,"FOX,Show TV",?,Stereo,31 Ağustos 2013 - 10 Aralık 2014,2013.0,0,0,0,0,Sona erdi
591,https://tr.wikipedia.org//wiki/Bir_A%C5%9Fk_Hikayesi_(dizi),Bir Aşk Hikâyesi,"Aşk,Dram",Uyarlama Değil,"Makbule Kosif,Funda Çetin,Pınar Uysal,Zehra Güleray","Barış Yöş,Murat Onbul,","Seçkin Özdemir,Damla Sönmez",Firat Yukselir,1.0,36,"Faruk Bayhan,Fatih Aksoy",İstanbul,Ali Arslan,110.0,MF Yapım,FOX,?,Stereo,26 Mart 2013 - 14 Ocak 2014,2013.0,0,0,0,0,Sona erdi
592,"https://tr.wikipedia.org//wiki/%C3%87al%C4%B1ku%C5%9Fu_(dizi,_2013)",Çalıkuşu,Dram,Çalıkuşu,Sevgi Yılmaz,"Çağan Irmak,Doğan Ümit Karaca","Fahriye Evcen,Burak Özçivit",?,1.0,30,Timur Savcı,İstanbul,?,100.0,Tims Productions,Kanal D,?,Stereo,24 Eylül 2013 - 17 Mayıs 2014,2013.0,0,0,0,0,Sona erdi
593,https://tr.wikipedia.org//wiki/Benim_Hala_Umudum_Var,Benim Hala Umudum var,"Aşk,Dram",Uyarlama Değil,Deniz Akçay,Nisan Akman,"Gizem Karaca,Berk Oktay,Şükrü Özyıldız",?,1.0,33,Faruk Turgut,İstanbul,?,90.0,Gold Film,"Star TV,FOX",?,Stereo,1 Temmuz 2013 - 25 Şubat 2014,2013.0,0,0,0,0,Sona erdi.
594,https://tr.wikipedia.org//wiki/Arkada%C5%9F%C4%B1m_Ho%C5%9Fgeldin,Arkadaşım Hoşgeldin,Komedi,Uyarlama Değil,Fırat Doğu Parlak,Ebru Yalçın,"Tolga Çevik,Ezgi Mola,Özer Atik,Sarp Bozkurt,Fırat Doğu Parlak,",Özer Atik,2.0,39,Necati Akpınar,"BKM,(BKM)",?,90.0,BKM,Kanal D,?,Stereo,31 Aralık 2013 - 31 Ocak 2015,2013.0,0,0,0,0,Sona erdi
595,https://tr.wikipedia.org//wiki/Beni_B%C3%B6yle_Sev,Beni Böyle Sev,"Aşk,Gençlik,Komedi",Uyarlama Değil,"Hakan Haksun,Müjdan Kayserli","Cem Tabak,Levent Türkan","Alper Saldıran,Zeynep Çamcı,Burcu Altın,Bala Atabek,Umut Kurt,Eda Ece,Ozan Osmanpaşaoğlu,Mert Turak,Burcu Biricik,Yusuf Akgün,Selen Uçer,Fatih Koyunoğlu,Meral Asiltürk,Serkan Çayoğlu,Altan Gördüm,Lale Mansur,Güven Kıraç,Zafer Algöz",?,3.0,89,"Çağrı Bingüller,Başak Bingüller","İstanbul,,,Tuzla,Suadiye,Pendik,Sarıyer",?,110.0,BSK Yapım,TRT 1,?,Stereo,11 Şubat 2013 - 27 Şubat 2015,2013.0,0,0,1,0,Sona erdi
596,https://tr.wikipedia.org//wiki/Ben_de_%C3%96zledim_(dizi),Ben de Özledim,Komedi,Uyarlama Değil,Burak Aksak,"Onur Ünlü,Erkan Tunç","Ali Atay,Serkan Keskin,Osman Sonant",?,1.0,13,"Orkun Ünlü,Funda Alp",İstanbul,?,70.0,Eflatun Film,Star TV,?,Stereo,"25 Ekim 2013,(,2013-10-25,),-,29 Ocak 2014,(,2014-01-29,)",2013.0,1,1,1,1,Sona erdi
597,https://tr.wikipedia.org//wiki/Bebek_%C4%B0%C5%9Fi,Bebek İşi,Komedi,Uyarlama Değil,Murat Gürvardar,Tolga Karaçelik,"Nurgül Yeşilçay,Timur Acar",Barış Aryay,1.0,34,Hayri Aslan,İstanbul,"Tolga Karaçelik,Kemal Yılmaz",90.0,Limon Film,Show TV,?,Stereo,15 Temmuz 2013 - 4 Kasım 2013,2013.0,0,0,0,0,Sona erdi
598,https://tr.wikipedia.org//wiki/Babam_S%C4%B1n%C4%B1fta_Kald%C4%B1,Babam Sınıfta Kaldı,"Komedi,Gençlik",Uyarlama Değil,Gani Müjde,Kartal Çidamlı,"Cem Davran,Melis Tüzüngüç,Mesut Yar,Defne Samyeli",?,1.0,22,"Gani Müjde,Selim Aydoğdu",İstanbul,?,90.0,Tükenmezkalem Film,FOX,?,Stereo,"7 Temmuz 2013,(,2013-07-07,),-,23 Aralık 2013,(,2013-12-23,)",2013.0,0,0,0,0,"Yayından kaldırıldı,[1]"
599,?,Aşk Emek İster,"Dram,Romantik",Uyarlama Değil,Birol Güven,Hamdi Alkan,"Derya Beşerler,Ece Baysal,Ercan Akışık,Müge Boz,Osman Büyükercan",?,1.0,11,Birol Güven,İstanbul,?,90.0,?,Show TV,?,?,14 Nisan 2013,2013.0,0,0,0,0,Sona erdi
600,https://tr.wikipedia.org//wiki/A%C5%9Fk_Ekmek_Hayaller,Aşk Ekmek Hayaller,Dram,Uyarlama Değil,?,Abdullah Oğuz,"Müjde Ar,Burak Hakkı,Berna Laçin,Sinan Tuzcu,İrem Altuğ,Nihal Menzil,Ali İpin,Ayça Eren,Nebil Sayın,Alara Uncu,Deniz Baysal,Alican Özakoğlu,Furkan Andıç,Dilek Demir,Barış Hacıhan,Efe Karaman,Elif Merve Çolak,Begüm Çetinkaya,Sudenaz Akkoyun,Leyla Köse,Pelin Buse Gökçek,Kaan Ürkmez,Aydan Çakır",Cenk Şanlıoğlu,1.0,10,Abdullah Oğuz,İstanbul,?,90.0,ANS Productions,Show TV,?,Stereo,8 Aralık 2013 - 27 Şubat 2014,2013.0,0,0,0,0,Sona erdi
601,https://tr.wikipedia.org//wiki/Aram%C4%B1zda_Kals%C4%B1n,Aramızda Kalsın,"Aile,Dram,Komedi",Uyarlama Değil,"Selin Tunç,Melis Başar","Hatice Memiş,Güzide Balcı,","Uğur Yücel,Binnur Kaya,Gökçe Bahadır,Caner Cindoruk,Cengiz Bozkurt,Ayça Damgacı,Uğur Serhan,Bilge Şen,Hikmet Körmükçü,Gamze Karaduman,Ferit Aktuğ,Ecem Çalık,Mert Kurdal,Mutlu Güney,Tülay Bursa,Melis Mutluç,Aybars Kartal Özson,Özge Özpirinçci,Mesut Özkeçeci",Aytuğ Yargıç,2.0,52,Erol Avcı,"İstanbul,,,Üsküdar,,,Çengelköy",?,90.0,TMC Film,Star TV,?,Stereo,19 Eylül 2013 - 22 Ocak 2015,2013.0,0,0,0,0,Sona erdi
602,?,Altındağlı,"Aksiyon,Komedi,Polisiye",Uyarlama Değil,"Ahmet Saatçioğlu,Bahar Feyzan,David Chase",Burak Kuka,"Şafak Sezer,Hande Ataizi,Başak Sayan,Aydemir Akbaş,Berk Atan",?,1.0,2,"Akın Topuz,Ali Gündoğdu",İstanbul,?,90.0,Süreç Film,Diğer,?,?,2 Aralık 2013,2013.0,0,0,0,0,Sona erdi
603,?,Ali Ayşe'yi Seviyor,"Komedi,Aile",Uyarlama Değil,"Şahin Altuğ,Meskun Mahal,Hakan Yılmaz",Bora Onur,"Hakan Yılmaz,Salih Kalyon,Nur Erkul,Şennur Nogaylar,Gökçe Özyol",?,1.0,19,Mehmet Yiğit Alp,İstanbul,?,90.0,?,FOX,?,?,2013,2013.0,0,0,0,0,Sona erdi
604,https://tr.wikipedia.org//wiki/Ald%C4%B1rma_G%C3%B6n%C3%BCl_(dizi),Aldırma Gönül,Komedi,Uyarlama Değil,"Meriç Demiray,Barış Erdoğan,Cenk Boğatur,Cem Görgeç",Hakan Algül,"Şahin Irmak,Tülin Özen,Nadir Sarıbacak,Çağlar Çorumlu",?,1.0,9,Necati Akpınar,İstanbul,?,10.0,BKM,atv,?,Stereo,4 Temmuz 2013 - 29 Ağustos 2013,2013.0,0,0,0,0,Yayından kaldırıldı
605,https://tr.wikipedia.org//wiki/F%C4%B1r%C4%B1ldak_Ailesi,Fırıldak Ailesi,Komedi,Uyarlama Değil,Haluk Can Dizdaroğlu,Ömer Sinir,Sanal Karakterler,"Cem Tuncer,Nail Yurtsever",3.0,"21 ,38",Varol Yaşaroğlu,İstanbul,Ruşen Kızılarslan,10.0,Grafi2000,"Star TV,teve2,TV8",Youtube,?,"11 Şubat 2013,(,2013-02-11,),-,28 Aralık 2016,(,2016-12-28,)",2013.0,1,1,0,0,Final
606,?,Adını Kalbime Yazdım,Dram,Uyarlama Değil,Şebnem Aksoy Açıkalın,Metin Balekoğlu,"İpek Karapınar,Serhan Yavaş,Meltem Miraloğlu,Tolga Güleç,Emel Göksu",?,1.0,16,Nilgün Sağyaşar,İstanbul,?,55.0,Focus Film,Show TV,?,?,2013,2013.0,0,0,0,0,Sona erdi
607,https://tr.wikipedia.org//wiki/A%C5%9Fk%C4%B1n_Bedeli,Aşkın Bedeli,"Aile,Aşk,Dram",Uyarlama Değil,"Ali Alpgezmen,Aysun Erdoğan,Murat Can Türe","Canan Evcimen,Atilla Cengiz","Zeynep Aydemir,Arda Öziri,Deniz Bolışık,Ali Mert Yavuzcan","Uğur Akyürek,Ersin Bişgen",3.0,418,Nilgün Sağyaşar,İstanbul,"Baybars Tekin,Sarp Kaya",55.0,Düş Gezginleri Film,Star TV,?,Stereo,9 Eylül 2013 - 16 Ekim 2015,2013.0,0,1,1,0,Sona erdi
608,https://tr.wikipedia.org//wiki/A.%C5%9E.K.,A.Ş.K.,"Aşk,Dram",Uyarlama Değil,"Nuran Evren Şit,Serdar Soydan",Ömür Atay,"Nebahat Çehre,Hazal Kaya,Hakan Kurtaş,Kaan Urgancıoğlu,Aslı Tandoğan,Erkan Can",?,1.0,13,Faruk Turgut,İstanbul,?,100.0,Gold Film,Kanal D,?,Stereo,25 Eylül 2013 - 30 Aralık 2013,2013.0,0,0,0,0,Sona erdi
609,https://tr.wikipedia.org//wiki/Ben_Onu_%C3%87ok_Sevdim,Ben Onu Çok Sevdim,"Dram,Tarihî",Uyarlama Değil,?,"Mehmet Bahadır Er,Eylem Koza","Mehmet Aslantuğ,İdil Fırat,Birce Akalay,Şemsi İnkaya,Rıza Akın,Erdinç Gülener,Mehmetcan Mincinozlu,Savaş Zafer,Ege Aydan,Kerem Alışık,Devrim Yakut",?,1.0,15,Raci Şaşmaz,"İstanbul,,,Türkiye",?,90.0,Pana Film,atv,?,Stereo,"10 Eylül 2013,(,2013-09-10,),-,24 Ocak 2014,(,2014-01-24,)",2013.0,1,0,0,0,Sona erdi
610,?,Firuze,"Dram,Romantik",Uyarlama Değil,Aydın Üredi,Cemal Şan,"Ceren Hindistan,Fırat Çelik,Ceyda Ateş,Haluk Piyes,Engin Şenkan",?,1.0,5,Murat Tokat,İstanbul,?,60.0,Boyut Film,Show TV,?,?,2013,2013.0,0,0,0,0,Sona erdi
611,?,Kahireli Palas,"Dram,Romantik",Uyarlama Değil,Ümit Demiray,Hakan Şahin,"Fatoş Kabasakal,Cem Kurtoğlu,Melda Arat,Buket Orhan,Gaye Çankaya",?,1.0,16,Tunacan Altınay,İstanbul,?,60.0,?,Diğer,?,?,17 Haziran 2013,2013.0,0,0,0,0,Sona erdi
612,https://tr.wikipedia.org//wiki/G%C3%B6n%C3%BCl_H%C4%B1rs%C4%B1z%C4%B1_(dizi),Gönül Hırsızı,"Komedi,Dram,Gerilim",Uyarlama Değil,"Hasan Kaçan,Baykut Badem,Filiz Ekinci,Ali Uğur Kaçan","Ayhan Özen,Yahya Samancı","Cem Kılıç,Tuğçe Kazaz",Erhan Güleryüz,1.0,19,"Mehmet Bozdağ,Müslim Yılmaz",İstanbul,"Cem Geneşke,Onur Can Elma,Vedat Dikmetaş",120.0,Tekden Film,TRT 1,?,Stereo,2 Aralık 2013 - 18 Nisan 2014,2013.0,0,0,1,1,Sona erdi
613,?,Yüksek Giriş,"Aile,Komedi,Romantik",Uyarlama Değil,İsa Yıldız,İsa Yıldız,"Umut Kurt,Bora Akkaş,Sera Tokdemir,Bekir Çiçekdemir,Tuna Orhan",?,1.0,6,?,İstanbul,?,120.0,Global Star Productions,Star TV,?,?,28 Temmuz 2013,2013.0,0,0,0,0,Sona erdi
614,?,Yağmurdan Kaçarken,Komedi,Uyarlama Değil,Tayfun Güneyer,Jale İncekol,"Carlos Martin,Ezgi Asaroğlu,Ayça Erturan,Melike Emiroğlu,Serkan Şenalp",?,1.0,8,Tayfun Güneyer,İstanbul,?,120.0,?,atv,?,?,30 Mart 2013,2013.0,0,0,0,0,Sona erdi
615,?,Vicdan,Dram,Uyarlama Değil,Murat Taşkent,Feride Kaytan,"Ahu Türkpençe,Timuçin Esen,Devrim Yakut,Arif Pişkin",?,1.0,7,Cengiz Deveci,İstanbul,?,120.0,D Productions,Kanal D,BluTV,?,4 Aralık 2013,2013.0,0,0,0,0,Sona erdi
616,?,Tozlu Yollar,Dram,Uyarlama Değil,?,Özer Kızıltan,"Nihat Alptuğ Altınkaya,Burcu Kara,Seda Akman,Selda Alkor",?,1.0,6,Ahmet Bayram,İstanbul,?,85.0,?,Diğer,?,?,10 Mart 2013,2013.0,0,0,0,0,Sona erdi
